E_i,S_i
23597,20490
4788,20489
3755,20488
9647,20486
7642,20483
6441,20480
7897,20479
25000,20475
19309,20473
3984,20472
6110,20470
6976,20468
2970,20467
26695,20461
124,20460
3899,20459
28494,20455
2728,20454
7967,20453
24858,20451
7553,20450
22429,20447
12610,20444
25606,20436
27546,20435
21220,20434
11804,20432
387,20429
21699,20428
2074,20426
18917,20425
14317,20423
21294,20422
20301,20421
14185,20420
2778,20418
18076,20416
20526,20415
13388,20414
12866,20409
10950,20403
22620,20402
24882,20400
2165,20398
24303,20397
6436,20396
26073,20394
7356,20393
5437,20392
14147,20390
5799,20389
15653,20388
687,20385
14878,20384
25808,20383
5300,20382
21916,20378
21359,20377
13463,20374
24807,20373
11581,20368
21086,20367
1874,20366
20353,20365
4876,20363
23739,20361
27167,20360
22779,20358
24327,20357
3484,20355
29145,20354
13228,20351
5332,20350
9750,20346
24635,20344
19520,20343
35,20341
9155,20340
10489,20339
1429,20337
3165,20335
17560,20334
4853,20332
7124,20329
8649,20328
13830,20326
27152,20324
1715,20322
23036,20319
5590,20317
14124,20316
13919,20314
19211,20311
16504,20310
131,20305
24734,20303
6113,20300
9234,20299
19647,20298
26806,20296
2756,20295
25524,20294
18618,20293
22438,20292
4378,20291
9821,20290
14979,20289
8030,20288
17164,20287
22689,20282
26598,20281
9477,20280
25878,20279
1366,20278
10105,20277
13100,20276
1781,20275
10039,20268
28427,20265
9875,20264
27810,20262
12584,20260
25280,20259
26003,20254
13536,20248
580,20247
4896,20246
28290,20245
26621,20243
22769,20240
8910,20234
27688,20233
5651,20231
19916,20230
27628,20228
26529,20223
7927,20221
4725,20219
14906,20218
6399,20217
8413,20216
17508,20214
2240,20213
24477,20208
15588,20205
17965,20203
13826,20201
13003,20199
20008,20196
1808,20195
25247,20194
27717,20192
3301,20190
19646,20189
10394,20188
18825,20183
27831,20180
15127,20179
12271,20178
6235,20175
4677,20174
15315,20171
106,20169
5375,20165
9045,20160
28894,20158
10072,20157
16819,20156
26084,20155
21279,20154
1208,20153
4122,20148
18265,20147
10775,20146
19268,20145
22814,20144
14175,20143
24873,20142
311,20141
7727,20140
18656,20139
18291,20137
4448,20136
26004,20132
13582,20130
23278,20128
9609,20127
19122,20124
28345,20123
10579,20122
10828,20114
17876,20113
26643,20112
12685,20108
2093,20107
15389,20106
17705,20104
27551,20100
15284,20099
8315,20098
8489,20097
15754,20094
8523,20092
29813,20090
22022,20089
20218,20085
20975,20083
1872,20080
3515,20078
27100,20074
27422,20072
10897,20070
8770,20069
6750,20068
14892,20066
179,20064
13997,20063
6427,20062
26281,20061
383,20059
180,20056
14554,20055
2180,20054
17067,20052
27875,20050
20386,20048
12740,20044
24355,20043
10851,20042
28050,20041
9260,20039
19063,20037
27148,20036
16895,20035
26755,20034
8767,20033
5194,20031
3064,20029
140,20028
10621,20027
25437,20026
18618,20023
403,20021
16649,20020
237,20019
20644,20018
16110,20015
24520,20014
9994,20013
4059,20010
25581,20008
25419,20007
11896,20005
7414,20004
23267,20000
25714,19999
3278,19997
4517,19995
16333,19993
22226,19988
13762,19986
29716,19982
21224,19981
4549,19980
9647,19979
3614,19972
28760,19969
27388,19968
21463,19967
7489,19966
13087,19965
14758,19959
21424,19955
3149,19954
24581,19952
17428,19951
18387,19950
14438,19946
21473,19942
28421,19940
21527,19939
103,19938
11538,19937
24958,19934
5378,19930
11447,19928
23398,19927
24676,19924
11538,19923
6832,19921
13792,19920
15139,19918
15123,19916
28178,19908
29579,19904
2172,19901
3354,19900
10317,19899
10402,19897
9719,19896
18615,19895
21762,19894
11005,19893
21595,19892
22158,19890
2282,19889
7012,19888
21842,19887
23507,19886
27127,19884
13349,19881
9705,19880
21258,19879
16506,19878
17747,19876
17719,19874
20359,19872
1200,19871
3953,19869
10173,19868
13825,19867
28688,19866
28629,19865
18497,19863
28932,19862
26905,19861
12997,19857
17452,19854
1645,19848
6930,19847
18499,19846
27798,19844
26930,19840
7822,19838
8160,19837
16938,19835
28515,19834
28344,19832
8319,19831
14649,19830
26892,19824
22274,19823
4387,19822
10420,19818
5208,19817
2756,19816
25501,19815
8233,19813
19347,19812
5204,19811
4773,19810
13864,19809
14522,19807
27283,19806
23808,19804
20203,19803
23231,19798
20289,19797
13800,19794
12774,19792
10358,19788
2611,19786
24360,19785
11097,19780
25091,19777
18960,19776
1962,19775
19600,19774
13240,19772
339,19768
11760,19766
13386,19762
5819,19761
11888,19758
7076,19756
11145,19753
22329,19749
19179,19748
1728,19742
18999,19741
26544,19740
26747,19738
13882,19737
18207,19733
21471,19731
29418,19730
21,19729
3393,19728
15299,19725
20755,19724
14715,19723
20492,19719
723,19717
16448,19716
11418,19715
6127,19712
4875,19710
28347,19709
27399,19705
19051,19704
8593,19703
5883,19702
966,19699
1431,19697
10458,19693
26275,19692
5088,19690
16553,19689
26615,19688
14418,19684
21009,19683
4187,19682
16373,19680
22657,19679
28475,19675
17845,19672
13602,19671
2019,19670
11277,19669
26765,19668
19783,19667
29475,19664
16178,19663
13135,19661
17914,19660
6937,19659
9149,19658
1119,19654
10729,19650
11332,19649
1723,19648
3401,19647
21400,19646
25431,19645
16932,19641
11132,19640
12130,19639
28414,19637
4090,19635
15347,19633
16919,19630
10068,19629
1110,19628
29257,19627
12082,19625
23593,19624
12827,19623
11236,19621
421,19619
5835,19616
746,19615
5731,19613
27743,19612
1286,19611
20811,19610
7493,19608
19161,19606
14567,19605
25627,19603
1016,19598
20330,19597
27671,19595
8774,19593
18870,19590
2699,19588
6130,19587
10248,19586
7011,19583
28001,19576
9272,19574
16306,19573
16601,19572
9988,19570
28576,19568
22969,19566
11579,19564
26219,19563
28504,19561
11958,19560
10314,19559
10742,19557
12522,19552
27587,19549
10569,19548
29605,19547
963,19546
23495,19544
20547,19542
10790,19541
6261,19540
25747,19538
15059,19536
9330,19535
13016,19532
21273,19528
4052,19527
18729,19526
9005,19524
28252,19523
557,19518
16314,19517
21260,19515
11295,19513
21000,19511
1372,19509
9578,19508
12730,19505
7534,19504
857,19503
7486,19501
120,19499
24825,19498
97,19497
19227,19496
696,19494
15313,19492
23098,19491
23369,19487
8126,19485
15509,19483
22981,19482
8237,19481
12639,19480
14579,19479
5815,19474
28592,19472
9431,19471
11482,19467
16593,19466
19332,19465
23908,19463
29640,19462
13397,19461
26130,19460
13821,19458
1860,19457
9995,19454
7894,19453
21205,19450
5543,19448
29199,19444
26681,19443
4952,19440
10732,19439
29284,19438
25521,19437
27594,19436
3797,19431
1171,19429
8321,19427
13286,19426
27318,19424
25055,19422
13585,19421
21330,19419
13562,19418
23274,19412
4592,19411
10948,19406
17855,19405
10665,19404
16185,19401
15860,19399
23720,19395
28726,19394
5336,19393
25754,19392
9340,19391
5861,19389
2586,19387
28184,19386
16642,19383
2154,19380
6741,19379
15384,19378
20634,19377
19959,19376
26250,19371
1674,19366
3845,19365
29847,19363
29762,19361
4600,19360
3799,19357
9151,19354
13620,19353
14210,19351
13311,19349
3455,19346
23617,19344
28547,19343
14382,19342
17440,19341
9888,19340
16075,19337
15822,19334
7640,19329
6471,19328
69,19326
20802,19325
7578,19323
17149,19322
23576,19321
18924,19318
19123,19317
19262,19314
14094,19313
26315,19312
8395,19311
25557,19308
6735,19307
23108,19306
27714,19305
71,19302
13668,19300
9009,19299
12193,19296
7662,19294
4119,19293
24534,19290
17575,19288
29322,19286
6829,19281
16985,19278
16799,19277
26152,19276
22274,19273
27241,19272
22808,19268
15411,19267
14399,19266
24750,19265
3787,19264
1425,19263
11312,19262
8312,19259
12191,19258
18829,19255
26251,19253
20479,19252
12494,19250
17594,19248
574,19245
19593,19244
27833,19243
1423,19242
10777,19240
8203,19235
10014,19234
3052,19228
7552,19227
8997,19226
4106,19224
3368,19223
20112,19222
14258,19221
29142,19220
23022,19217
22660,19216
28452,19215
16043,19212
13274,19211
18027,19208
7896,19205
8591,19204
10677,19203
4199,19202
26290,19196
444,19192
8972,19190
7715,19187
16405,19186
25238,19183
24360,19182
28682,19180
5811,19179
16962,19178
28592,19175
25424,19174
12474,19173
24092,19171
9760,19166
16112,19163
1645,19162
59,19161
5424,19159
14528,19158
17529,19157
13589,19156
21123,19155
10215,19154
28808,19152
20004,19151
10026,19146
9166,19145
10192,19144
773,19143
15127,19139
1588,19134
7590,19133
2542,19132
25285,19131
17318,19130
14860,19129
6382,19127
13925,19126
25767,19125
17446,19124
21805,19122
25327,19119
17844,19118
18633,19115
21204,19113
20645,19111
11845,19110
16340,19108
20171,19107
28748,19106
23527,19103
634,19102
14154,19100
23748,19099
4713,19098
19187,19095
12818,19094
4952,19090
28869,19089
282,19088
26143,19087
26733,19083
1425,19081
9781,19080
4272,19078
4168,19077
2173,19076
2952,19074
11230,19073
11190,19072
3135,19071
24980,19070
4212,19067
26314,19066
12395,19065
10460,19064
3314,19061
19417,19052
4211,19051
28612,19044
19576,19042
17678,19041
21616,19036
9655,19035
3063,19028
11229,19027
28396,19026
7576,19022
25331,19021
14373,19019
18357,19014
17432,19013
10907,19011
25456,19009
22051,19007
17670,19004
13528,19003
10949,19002
9823,18995
20818,18994
10162,18992
26086,18991
938,18988
8781,18987
18395,18986
28772,18985
27031,18984
15189,18983
15123,18981
1091,18980
17092,18979
23687,18977
16354,18976
6792,18975
25785,18974
23942,18973
9903,18971
8410,18968
10877,18964
18824,18960
17725,18959
15293,18958
23905,18951
12298,18948
7001,18941
4604,18932
28340,18931
23235,18930
14191,18929
551,18928
29045,18921
4546,18920
13168,18919
19348,18917
17941,18915
12921,18914
20454,18911
28266,18908
7682,18904
9560,18903
27917,18901
6458,18900
12234,18899
13856,18898
24445,18897
1862,18896
4413,18894
9072,18892
2513,18890
7188,18889
2743,18888
6644,18886
14664,18880
12181,18878
23593,18876
19867,18875
2388,18869
24124,18868
23704,18866
9514,18864
1281,18861
3803,18857
5717,18854
28740,18850
1778,18849
22321,18845
1305,18842
2735,18840
18946,18839
23212,18835
29520,18833
7913,18832
21354,18831
17201,18830
29827,18829
8096,18827
1778,18825
16600,18824
27757,18822
16513,18821
2012,18820
22910,18819
4734,18817
12528,18816
7575,18814
20089,18813
24729,18807
25299,18805
3484,18802
19525,18799
2367,18798
6346,18796
13886,18795
14293,18794
4547,18792
21593,18790
7710,18786
27646,18785
9805,18782
4726,18781
15969,18780
21380,18779
3564,18778
3619,18776
6413,18775
24470,18770
5095,18769
14631,18767
10373,18766
5455,18763
24150,18762
10099,18761
19601,18759
10660,18756
13430,18754
11178,18752
27601,18751
2262,18749
9386,18746
18073,18742
18916,18741
15081,18740
23122,18739
15642,18738
27636,18736
23036,18735
12406,18734
11177,18733
12725,18731
5187,18728
14208,18727
11003,18725
21034,18723
16254,18721
22029,18719
9130,18718
10232,18715
15477,18714
27962,18713
25541,18710
2894,18709
3592,18706
26129,18704
15936,18703
4304,18702
20445,18701
21622,18698
9481,18697
8591,18691
28871,18690
21732,18687
21616,18684
16258,18683
27202,18682
3617,18678
13289,18677
19062,18672
21322,18670
24296,18669
13061,18665
3223,18664
26894,18663
10460,18662
28919,18661
15300,18658
29667,18656
28184,18654
6122,18653
16008,18650
8948,18647
23192,18646
22885,18644
6691,18641
5578,18639
10105,18637
29311,18636
12327,18634
13832,18633
20831,18631
26689,18629
26641,18628
26836,18626
9657,18625
27619,18624
4867,18622
11802,18620
13488,18616
16613,18613
28572,18612
6225,18611
8171,18608
5842,18605
18971,18604
24121,18602
6846,18601
10885,18600
15562,18599
18707,18597
4027,18596
21186,18595
4546,18593
20917,18590
29912,18588
21591,18587
5038,18586
26112,18584
9670,18581
18999,18579
19978,18578
14630,18575
1403,18574
14163,18571
10504,18570
15250,18564
6250,18563
3425,18560
2506,18559
6469,18557
9339,18555
18669,18553
1672,18552
25801,18551
12761,18550
200,18549
20961,18547
11131,18543
27663,18542
8313,18541
28344,18540
2371,18538
22543,18537
26408,18536
9258,18535
16672,18531
1333,18529
6496,18524
10746,18521
9976,18520
5366,18519
18670,18518
12480,18517
21899,18512
78,18507
22088,18505
29405,18504
12273,18500
14089,18499
6720,18498
20089,18493
12693,18489
19536,18488
21317,18487
29785,18486
9680,18485
20704,18484
2568,18482
20570,18481
8464,18477
13716,18473
9908,18471
23109,18466
15503,18465
3843,18462
17781,18461
19562,18460
26922,18459
1752,18458
24604,18453
14747,18451
3749,18447
26241,18446
4100,18445
11688,18444
26161,18442
21797,18437
21006,18436
13817,18433
15433,18431
6249,18429
16094,18428
22392,18427
21571,18425
15257,18422
6683,18420
2095,18417
23597,18415
26784,18414
16967,18413
16561,18412
28452,18408
4833,18401
10886,18400
8563,18398
6630,18397
29677,18396
21716,18395
22404,18392
25020,18391
8315,18388
9533,18387
27923,18386
22801,18385
14345,18384
17386,18383
493,18380
16786,18375
22256,18371
17018,18370
13568,18369
14998,18367
7920,18366
12984,18361
15132,18360
20232,18356
946,18354
19461,18353
17170,18352
8737,18350
19711,18349
16522,18348
4261,18347
9976,18346
15310,18344
16815,18340
21270,18339
5271,18338
14857,18335
15853,18334
4448,18333
28274,18331
3619,18330
28937,18327
1369,18324
3071,18323
26931,18322
23066,18321
26946,18318
25690,18314
12275,18311
5876,18309
12431,18308
22958,18307
12601,18303
29746,18301
27902,18300
2680,18298
28051,18296
10801,18293
2943,18290
20552,18286
21372,18283
14859,18281
27970,18280
11006,18279
6299,18278
5869,18276
13272,18273
22468,18272
8793,18268
325,18266
12490,18265
1071,18262
15546,18261
5289,18259
22398,18258
12129,18257
11791,18256
26109,18255
14377,18253
6706,18252
7713,18249
5023,18243
23105,18241
28313,18240
28404,18239
18264,18238
28985,18235
19306,18233
28671,18231
13989,18228
6567,18227
18935,18226
28324,18223
28730,18221
7576,18220
5615,18219
15440,18218
2233,18211
204,18210
25327,18209
21922,18208
17662,18205
29693,18203
19333,18201
10937,18197
9424,18194
333,18193
27514,18190
23255,18187
20617,18183
235,18181
15264,18180
26178,18179
25588,18177
11185,18173
4951,18172
6723,18170
13470,18169
14019,18167
3520,18165
14177,18164
9921,18162
13087,18159
22702,18158
27452,18157
25340,18156
18052,18147
13622,18138
26875,18137
15381,18136
28974,18134
22997,18132
23288,18131
22130,18130
2891,18126
4786,18125
3840,18123
4050,18122
4308,18120
15320,18118
11094,18117
19626,18115
20737,18114
26932,18113
26325,18109
15726,18104
21756,18103
12643,18102
12302,18101
16436,18097
25714,18095
28219,18094
22842,18093
11689,18092
26651,18091
13276,18090
14787,18084
6108,18081
23330,18080
25079,18079
28199,18078
20743,18077
11502,18076
24187,18075
28318,18072
28726,18071
23471,18069
13886,18068
8457,18067
21652,18064
17576,18061
18318,18060
10655,18059
24908,18055
22944,18054
22636,18053
4933,18051
9838,18047
12407,18046
21563,18044
26115,18042
29519,18040
22346,18039
15491,18037
25996,18036
15720,18035
2173,18032
19534,18031
22220,18030
13621,18029
22825,18028
11662,18027
14640,18023
12752,18020
7543,18018
4809,18017
24662,18016
17834,18014
362,18013
28798,18012
3614,18010
8305,18007
25325,18006
4552,18005
13497,18003
16504,18002
14320,18000
27567,17994
19516,17992
5533,17988
4,17987
4203,17986
1049,17981
26407,17980
21651,17975
13553,17973
28923,17970
169,17964
24035,17962
29455,17956
2930,17955
7260,17953
6597,17950
28304,17947
308,17943
5382,17942
9988,17941
1917,17940
25242,17938
24079,17935
12492,17934
20384,17932
8868,17929
19609,17924
25517,17923
28244,17922
25245,17921
15979,17916
22756,17915
9357,17914
13763,17912
25412,17910
2622,17909
5288,17908
6364,17907
24532,17906
12757,17905
23331,17904
14431,17903
15737,17902
7950,17901
6298,17891
23827,17889
4644,17888
7179,17887
29966,17886
10496,17885
28931,17883
23425,17882
25171,17879
29457,17877
14591,17874
18606,17872
5038,17871
12949,17870
5628,17869
13733,17859
12714,17858
18962,17853
7558,17852
10342,17850
24218,17849
21926,17848
19164,17847
8958,17846
15261,17844
27222,17843
22178,17841
28035,17837
2235,17833
28802,17830
4874,17829
461,17828
3443,17825
16593,17824
968,17823
16181,17822
22965,17820
20565,17819
13862,17818
7541,17816
19647,17814
20790,17813
24722,17812
6520,17811
29347,17810
29121,17809
25673,17806
25380,17803
3351,17801
11176,17800
24920,17799
5423,17794
14686,17790
24928,17786
23950,17785
21906,17784
5400,17781
107,17778
8104,17776
10984,17770
21983,17767
27869,17762
5772,17761
7379,17756
2097,17755
6895,17752
28957,17750
25563,17749
21774,17748
20830,17745
17418,17744
11257,17743
27225,17742
20429,17741
8159,17739
5473,17738
11291,17733
4192,17732
7516,17731
23033,17730
26481,17729
15739,17727
21424,17726
20414,17719
12404,17715
26287,17714
2062,17713
28103,17712
12603,17710
2921,17709
4340,17708
4680,17707
16975,17706
16962,17703
7260,17702
10653,17701
21157,17695
5271,17692
1581,17691
10778,17689
19070,17687
6306,17686
14489,17684
24063,17680
19451,17678
8758,17676
24575,17675
26151,17674
7924,17672
2159,17671
11596,17670
27724,17669
2389,17668
4677,17666
27821,17664
15528,17662
1191,17661
3556,17660
13836,17658
27191,17654
2711,17649
14177,17648
12134,17643
7492,17642
748,17640
23919,17638
20847,17637
9969,17635
8057,17633
8269,17628
21518,17625
3654,17624
9162,17623
13062,17622
26382,17621
20198,17618
19384,17617
19847,17616
17995,17615
696,17614
16350,17613
3862,17612
9198,17611
3358,17607
13846,17605
24096,17602
22825,17598
19517,17594
27238,17592
7921,17591
3433,17590
2550,17587
2756,17586
10622,17585
3723,17583
7615,17582
242,17581
17694,17579
14863,17578
26387,17576
2752,17575
13222,17573
28320,17571
19914,17570
27196,17569
29255,17568
27438,17567
12689,17566
7137,17563
16239,17561
16673,17559
5518,17558
9666,17555
4055,17554
18483,17553
13859,17550
10456,17549
13397,17548
16666,17546
7978,17545
13544,17543
24501,17542
6836,17534
12783,17533
19767,17526
10007,17525
15109,17524
3607,17523
2430,17521
19664,17519
24653,17510
25200,17507
8622,17505
991,17504
29632,17502
17890,17501
13759,17496
1155,17494
25333,17493
3252,17488
23773,17487
1371,17483
25577,17482
20711,17481
13301,17479
953,17477
24502,17473
8487,17467
27048,17466
4060,17465
11318,17461
24021,17460
14360,17459
14267,17456
29986,17455
7830,17454
1783,17452
6462,17451
28731,17449
18014,17448
5607,17447
1018,17446
667,17445
21685,17444
18340,17443
4940,17442
7800,17440
12875,17439
3574,17438
9374,17437
23794,17436
15865,17434
14035,17433
25052,17432
24703,17431
22285,17428
6749,17427
19516,17423
1067,17419
28773,17415
18316,17414
5039,17412
19457,17410
13692,17409
7715,17407
15028,17406
3355,17405
8412,17404
25189,17403
27923,17400
20091,17399
2285,17398
16774,17397
11300,17393
9526,17390
15188,17389
11855,17388
20689,17387
10264,17385
12956,17383
24056,17381
26280,17378
26704,17377
889,17375
6117,17374
29094,17373
1844,17371
10316,17370
10623,17368
13071,17367
9131,17365
3751,17364
22141,17363
1959,17359
15941,17358
3082,17355
4260,17354
22618,17353
23603,17352
18397,17351
482,17350
22935,17347
15784,17345
3697,17344
5780,17342
23184,17339
702,17336
18605,17335
20087,17333
8245,17332
19666,17326
3995,17324
14934,17323
21476,17322
16761,17321
7455,17320
8918,17316
20186,17314
9999,17313
1615,17309
24027,17308
3485,17307
10867,17305
12596,17304
27741,17303
2163,17299
1437,17298
10686,17297
9477,17296
29793,17294
1546,17291
17855,17285
23888,17283
26136,17281
26229,17280
20753,17277
29741,17275
26887,17274
7412,17272
22976,17268
26027,17267
4289,17266
7094,17263
21813,17262
4803,17257
17379,17255
27672,17254
16111,17253
14503,17251
17468,17250
22113,17243
18684,17241
16465,17239
19189,17238
29282,17237
10234,17236
24537,17235
2768,17234
25780,17233
20771,17230
28747,17227
15866,17226
13838,17220
21348,17219
17166,17217
14603,17215
23146,17213
24247,17209
22940,17208
22444,17207
28938,17205
1923,17202
13828,17195
4109,17194
18759,17193
6097,17192
4215,17191
22951,17184
5586,17182
11908,17180
20599,17179
24848,17176
29061,17175
5328,17174
22822,17171
18798,17170
8407,17169
10878,17168
11348,17167
16478,17164
3525,17163
1256,17162
7579,17160
27820,17158
9829,17157
21020,17156
24500,17154
2212,17153
26233,17151
26331,17148
23398,17146
5970,17143
19921,17141
1625,17140
29620,17139
8533,17137
27844,17136
13755,17134
11920,17133
13654,17132
1128,17130
25627,17128
21687,17126
23088,17125
22511,17124
14314,17123
27688,17122
20009,17121
25887,17118
18162,17117
23307,17116
22383,17115
28832,17114
3387,17111
10504,17109
4255,17106
27549,17105
22880,17101
14709,17099
10476,17098
18648,17097
27893,17095
21898,17091
23842,17090
28245,17088
22036,17087
12136,17084
9076,17081
17899,17079
1651,17077
4673,17072
11517,17071
14635,17070
27800,17068
25896,17067
11359,17065
23347,17061
6160,17060
23286,17059
21183,17056
23314,17055
6829,17054
5825,17052
29259,17051
8609,17047
14296,17044
8550,17043
10945,17041
26778,17040
8012,17039
7379,17038
43,17037
18509,17036
9036,17035
5303,17028
5733,17022
7278,17021
768,17020
9814,17016
17267,17012
28920,17011
22917,17008
5071,17005
8153,17002
22340,17001
4165,16999
28774,16990
27002,16989
20236,16987
10277,16985
16527,16984
25119,16982
10692,16980
11872,16979
4257,16976
26431,16969
17649,16968
24865,16966
17167,16963
24786,16962
21149,16958
12734,16957
17276,16955
22189,16952
18713,16951
10508,16950
3218,16948
14158,16943
16367,16941
15036,16939
7563,16938
12083,16936
3258,16935
9296,16931
22828,16930
12816,16929
13319,16924
750,16923
14967,16922
22605,16921
28775,16920
6955,16917
18485,16915
19649,16914
28275,16913
21686,16909
12852,16906
8875,16904
3691,16901
3889,16898
7793,16895
13584,16894
17738,16890
11545,16888
9569,16887
3069,16886
10086,16885
21830,16880
18123,16879
11504,16878
29256,16876
6252,16874
24171,16871
512,16869
832,16866
820,16865
9914,16864
10201,16863
26301,16860
29696,16859
8187,16855
24602,16854
1912,16853
10275,16850
21152,16849
10241,16848
12175,16844
25638,16843
23458,16842
15375,16841
15220,16840
23999,16839
19074,16836
18949,16834
308,16833
7667,16831
14040,16830
20622,16828
18075,16827
7773,16825
3760,16823
22299,16822
22041,16821
6529,16820
23574,16816
28597,16815
13838,16814
20783,16813
12917,16811
28318,16810
26761,16809
27647,16806
20579,16800
11235,16797
8218,16795
575,16794
969,16792
1912,16790
14336,16789
3430,16788
26808,16787
2059,16786
23686,16784
18615,16780
21624,16779
20420,16777
1453,16775
9656,16774
29834,16773
24817,16772
8652,16771
614,16769
15542,16768
9953,16767
29142,16766
9502,16765
24921,16764
6188,16758
4434,16757
16636,16753
22705,16752
2179,16750
10294,16748
4072,16747
16988,16743
2109,16738
19446,16734
29988,16732
1126,16731
891,16729
26384,16726
4855,16725
7403,16724
20191,16723
20876,16722
17376,16720
23084,16719
6082,16715
24857,16713
2175,16710
3424,16709
25599,16707
9594,16706
19917,16705
22039,16704
1196,16703
23837,16702
23167,16701
22733,16699
14877,16698
15273,16697
3467,16694
21007,16692
11195,16691
23680,16690
15382,16688
24503,16686
11619,16684
26049,16680
19566,16679
6452,16677
16417,16674
14301,16672
29536,16671
10196,16670
9793,16668
18615,16663
18756,16662
15582,16657
20060,16654
7886,16653
20508,16652
6526,16650
21786,16649
10548,16648
27118,16647
18282,16644
21614,16641
16380,16640
13976,16638
5474,16637
28073,16636
2253,16635
277,16634
9415,16633
14281,16630
27159,16628
29827,16627
14117,16625
17671,16624
18202,16622
25223,16616
3913,16615
3626,16612
21709,16610
12361,16608
3997,16607
3051,16605
10991,16604
12056,16601
17206,16598
27254,16597
954,16596
27446,16595
23297,16594
19790,16593
875,16591
23141,16589
10423,16587
8154,16584
3076,16578
13252,16577
15632,16575
449,16574
11822,16572
956,16570
1801,16568
4527,16565
27743,16564
1673,16563
16743,16561
7166,16560
6268,16556
3088,16555
1695,16553
16192,16550
13718,16549
1270,16547
27339,16545
1510,16543
889,16541
17297,16540
3248,16537
17633,16534
7108,16532
13083,16530
22580,16518
18700,16517
11525,16515
7959,16514
26179,16509
29825,16507
3912,16506
27573,16505
22278,16501
25784,16499
3284,16496
25775,16494
350,16491
890,16487
12119,16486
7537,16485
26409,16483
18607,16482
24517,16481
19914,16480
23013,16477
14218,16476
4638,16474
6714,16473
19318,16472
12872,16471
23491,16469
13394,16468
24355,16466
9677,16465
5526,16464
20247,16463
9613,16462
21106,16459
17861,16458
10480,16457
17243,16456
13138,16455
23694,16453
8337,16452
14586,16451
24931,16450
22194,16444
7683,16439
28619,16437
19691,16434
10706,16432
12615,16431
14505,16428
15987,16427
13615,16426
21057,16425
15526,16423
20016,16422
23884,16421
14756,16420
18972,16415
11254,16413
17626,16412
13789,16410
25447,16408
10337,16407
1069,16406
23183,16405
25443,16404
16311,16403
12643,16401
6895,16397
17020,16396
10369,16394
5314,16393
27679,16392
12374,16391
22760,16385
2440,16383
28007,16380
7420,16375
19404,16374
808,16372
3879,16367
1856,16362
27128,16361
3947,16360
23062,16359
22191,16357
15727,16356
6108,16353
6143,16352
273,16351
17243,16350
13125,16349
12290,16348
14396,16347
14679,16346
12807,16341
22150,16340
18773,16339
4803,16338
24008,16337
11249,16333
25856,16331
20014,16330
23772,16328
292,16325
22015,16321
14888,16320
23536,16318
10719,16316
14283,16309
2864,16307
13190,16305
6630,16302
3373,16301
16785,16299
5571,16297
1534,16295
28200,16292
25727,16291
4786,16290
11559,16289
24488,16288
20335,16287
8246,16286
4033,16283
18272,16281
17388,16277
19922,16276
29909,16274
11701,16272
27405,16270
50,16269
17061,16267
8227,16266
28830,16265
17609,16264
28866,16263
10970,16262
24101,16261
26532,16259
14473,16258
17854,16257
17973,16256
15410,16255
17176,16254
1680,16252
27193,16251
15692,16250
23579,16240
25468,16239
29509,16234
20486,16232
23764,16228
28403,16226
19068,16225
8625,16224
19359,16223
2615,16222
2125,16220
8131,16218
4598,16217
9773,16216
8267,16215
11648,16212
6160,16209
12362,16208
15447,16206
27178,16205
13998,16203
5925,16202
23374,16201
13424,16196
27802,16194
19206,16192
26460,16190
4240,16186
182,16182
7445,16180
2787,16176
10472,16172
17301,16171
10423,16170
4461,16169
25746,16165
26266,16163
25612,16159
27859,16158
6417,16156
14540,16155
15781,16150
28544,16148
26364,16145
26464,16143
20145,16141
2787,16139
20276,16136
16456,16135
11052,16134
9010,16133
2476,16132
28150,16131
15783,16130
2701,16129
15865,16128
1514,16127
29033,16124
19559,16123
21632,16121
17072,16119
1604,16117
16204,16113
23111,16111
20348,16110
6593,16109
28434,16107
23109,16103
21958,16102
21012,16098
13657,16097
9673,16096
23219,16093
16612,16092
26550,16091
4871,16090
25736,16088
2040,16087
18034,16084
740,16082
25763,16081
22722,16080
19157,16079
2370,16078
20750,16077
29736,16076
16613,16073
22125,16069
25374,16068
15391,16067
17248,16064
25680,16062
26012,16061
3072,16059
24570,16055
9184,16052
2751,16050
7014,16045
24148,16044
22360,16043
27272,16042
14896,16040
6608,16038
7097,16034
23498,16033
18340,16031
20689,16029
19028,16028
21173,16027
21079,16025
18397,16022
20010,16021
8628,16020
28847,16015
18323,16013
6198,16003
10873,16002
3096,16001
14351,16000
6557,15997
14286,15996
3606,15995
6143,15994
28416,15993
3031,15992
1479,15989
23881,15987
22071,15985
27417,15983
6654,15982
14835,15979
3175,15977
16713,15974
28203,15971
5325,15970
3182,15968
25352,15967
18083,15965
23851,15964
23614,15963
8832,15962
18977,15958
4303,15956
2698,15955
17004,15952
8470,15951
22306,15949
28544,15947
665,15946
19974,15944
10293,15943
8083,15942
24745,15941
669,15940
13565,15938
9236,15937
28731,15936
26011,15935
3119,15927
17866,15926
3932,15924
23245,15923
18914,15922
13902,15921
23558,15919
26456,15918
5224,15916
28917,15915
29678,15914
12702,15911
8545,15909
14475,15907
19057,15906
27391,15905
10951,15901
29931,15900
7259,15899
13,15898
10911,15896
15707,15894
6047,15893
8615,15891
3876,15890
29746,15887
18080,15886
6909,15882
9676,15881
15335,15880
15906,15879
25273,15877
15535,15876
24166,15867
25788,15866
7366,15865
