E_i,S_i
2931,10644
15139,10640
11053,10639
9862,10638
15223,10637
1087,10636
19495,10635
6423,10629
15438,10628
1576,10626
5488,10625
10033,10623
8389,10621
16250,10618
16286,10617
16433,10616
14382,10615
4952,10614
3231,10612
16061,10602
18040,10600
10734,10597
10457,10592
5628,10589
5580,10588
1432,10585
8946,10584
17128,10583
11222,10581
5759,10580
10217,10578
18145,10575
12436,10574
7054,10571
4325,10570
1777,10566
11656,10565
18815,10562
14761,10561
2459,10560
14095,10558
18226,10557
17979,10555
4335,10554
12056,10546
14840,10544
13016,10543
18452,10539
16810,10536
7100,10535
227,10533
16305,10532
19941,10531
9959,10528
9099,10527
17327,10526
7522,10525
4638,10524
7805,10523
18260,10522
15990,10520
9872,10519
627,10517
3972,10516
13421,10514
14817,10513
15828,10511
12246,10508
12750,10507
2319,10504
11259,10501
15827,10500
10948,10497
3369,10495
14489,10494
8901,10493
12584,10489
14916,10488
3922,10487
4363,10486
12221,10485
15090,10482
10049,10480
18123,10478
5688,10475
11306,10474
3596,10473
3905,10471
17412,10468
15375,10463
5375,10461
8458,10460
13366,10458
14828,10457
8577,10455
2638,10453
10638,10452
18972,10448
5489,10446
5229,10444
6446,10443
18498,10439
19440,10436
8146,10435
7876,10434
10977,10432
189,10431
3866,10429
19429,10426
19893,10425
15926,10423
10717,10421
6896,10419
10785,10417
12701,10413
11129,10412
165,10411
4875,10410
7648,10408
137,10407
49,10405
7464,10404
9575,10403
589,10399
14345,10398
18365,10396
15262,10395
15543,10394
4120,10393
9439,10392
2455,10391
11396,10388
17603,10387
893,10386
18474,10384
18916,10382
313,10381
1352,10373
19036,10371
12430,10370
7470,10368
7402,10366
1057,10361
18285,10359
9696,10358
12903,10356
2261,10355
9198,10354
13775,10351
11437,10348
13807,10342
8073,10341
2575,10340
16438,10337
2296,10336
13272,10335
7349,10329
17059,10324
16470,10321
5591,10315
9802,10310
15289,10309
4110,10307
8398,10306
13190,10303
7051,10302
12978,10301
14402,10298
2722,10297
7929,10296
10324,10295
8991,10291
18250,10289
8144,10288
11344,10287
1920,10286
13282,10283
12031,10281
13752,10279
11997,10270
10127,10269
5301,10268
2235,10267
19715,10266
8891,10265
5637,10260
826,10258
10557,10255
6829,10254
17820,10253
19136,10247
17213,10243
16263,10242
10046,10240
9642,10234
2718,10232
8623,10231
526,10227
10351,10226
3891,10220
7402,10219
14346,10217
592,10216
12004,10214
10428,10212
18794,10210
8040,10209
13412,10207
1677,10205
13280,10204
13117,10201
5157,10200
1300,10199
11981,10198
11934,10197
2987,10190
8043,10189
12648,10188
15040,10184
16566,10183
17628,10180
3168,10174
3887,10173
6218,10168
3771,10165
13217,10164
8961,10163
4489,10161
10869,10160
15209,10159
12354,10153
9518,10146
15555,10144
19938,10143
17153,10141
9094,10140
853,10139
9537,10137
5981,10135
3019,10132
616,10130
19440,10128
15657,10124
12842,10120
354,10118
11637,10113
4991,10111
19814,10104
2389,10102
1965,10097
3850,10096
566,10094
14292,10093
965,10092
8383,10091
5777,10079
13138,10078
16242,10077
3201,10074
16572,10072
19710,10071
2751,10069
4177,10068
9193,10064
10869,10062
16907,10061
12656,10060
14030,10056
3491,10053
16914,10051
7694,10048
2751,10047
10641,10046
12321,10043
163,10042
9004,10040
16306,10036
8104,10033
12242,10030
12457,10029
970,10027
16607,10026
7258,10021
16329,10020
4045,10019
4840,10018
6611,10016
18240,10015
7926,10012
9281,10009
5152,10008
5188,10006
17917,10003
17704,10001
10259,9999
14682,9998
10192,9997
15214,9996
9972,9991
4917,9990
13388,9989
581,9988
4552,9987
17071,9986
18639,9982
18693,9980
19278,9978
18444,9976
14363,9975
16960,9973
18654,9970
19419,9969
6543,9968
8986,9967
16876,9965
5649,9963
4929,9961
8050,9960
5090,9959
14621,9957
13634,9956
16939,9955
14428,9954
2911,9950
15371,9949
15221,9948
3714,9947
16168,9945
5469,9942
3249,9941
3287,9940
8893,9938
16066,9937
10135,9936
4696,9935
19573,9934
1631,9933
13070,9931
4831,9930
4136,9929
16949,9926
17632,9925
4995,9924
9424,9923
368,9919
19166,9917
16825,9916
13714,9909
2212,9905
3172,9904
5824,9903
11644,9901
13438,9900
12781,9898
181,9896
11353,9895
18056,9894
518,9892
16572,9889
12808,9888
8278,9883
14659,9882
16156,9880
10371,9878
19511,9877
16181,9874
6701,9871
19380,9870
14958,9865
13146,9860
17992,9855
9684,9853
5574,9852
7300,9847
2946,9846
362,9843
2410,9842
3936,9841
981,9839
19628,9837
13754,9836
7385,9835
13435,9834
7473,9833
12658,9831
2285,9830
19424,9828
19008,9827
2487,9824
3015,9820
14053,9818
2983,9816
14588,9815
15949,9814
1229,9811
9359,9810
7167,9808
14692,9806
16341,9803
5532,9802
13862,9801
9228,9800
646,9795
16218,9794
11760,9791
10840,9790
4206,9787
18180,9785
2054,9784
14935,9783
10698,9782
15401,9779
7098,9778
19678,9777
10809,9775
2186,9772
19522,9771
17545,9768
142,9767
1454,9766
2906,9765
5779,9763
13244,9761
14818,9759
12481,9758
1291,9757
16321,9756
16958,9755
10686,9753
10411,9751
12102,9749
11503,9748
16199,9746
9415,9744
18977,9743
5328,9742
2334,9740
4601,9739
18378,9738
19982,9737
13058,9736
3037,9734
12164,9733
18144,9732
17650,9731
1240,9728
1484,9727
16357,9726
14505,9725
14825,9724
795,9720
8797,9712
10400,9710
18346,9709
13917,9708
4572,9707
9325,9706
17200,9705
3314,9702
7809,9701
11165,9699
15147,9698
6213,9697
3821,9696
14164,9693
7615,9691
16666,9688
4552,9686
3465,9681
19590,9679
19072,9678
19322,9673
7383,9672
17995,9671
8254,9670
11935,9668
12616,9666
5925,9665
2013,9663
4326,9661
5711,9660
815,9657
16415,9656
6723,9655
15178,9652
18695,9649
12520,9647
15485,9645
16994,9643
10711,9641
10533,9640
18114,9637
12177,9636
16824,9635
5224,9632
9838,9629
3623,9628
12567,9626
19134,9623
18863,9622
1723,9618
4076,9617
3042,9615
435,9614
13084,9612
17264,9609
10323,9605
6216,9604
5395,9603
19243,9600
15043,9598
2908,9596
15482,9593
14583,9590
3449,9589
12907,9588
7357,9583
9575,9582
881,9581
10029,9580
10925,9578
11564,9577
1320,9572
13751,9569
9189,9568
738,9567
9149,9566
17151,9564
12582,9562
16734,9561
9649,9557
8741,9556
1719,9554
14743,9553
14002,9551
10115,9550
15169,9549
8150,9543
3340,9542
12788,9540
12884,9539
1985,9534
9969,9533
3156,9531
5953,9530
11551,9528
8257,9524
16881,9523
7106,9521
17748,9520
167,9516
7329,9511
2217,9510
15268,9509
383,9508
6456,9501
16609,9500
2433,9494
604,9491
1545,9489
4738,9488
16466,9485
8741,9484
1239,9481
6245,9477
3255,9476
10886,9470
13842,9469
8527,9468
6474,9465
6295,9463
16795,9462
10603,9461
9745,9460
10352,9459
4039,9457
14722,9456
18046,9455
6713,9454
6318,9453
2667,9452
16062,9451
7900,9450
5198,9449
10937,9448
6208,9447
19529,9446
9204,9445
6667,9444
10741,9441
17859,9440
13415,9439
15143,9436
10394,9432
6532,9430
5369,9429
12313,9425
13803,9424
5049,9422
16696,9420
5990,9417
12076,9416
7813,9414
13975,9413
11829,9408
16088,9403
3063,9401
19829,9400
4401,9399
15682,9397
18462,9396
7978,9391
15968,9389
4665,9385
5431,9381
11311,9380
14047,9379
1933,9378
15757,9376
9779,9373
19793,9370
16769,9369
18371,9367
8012,9366
17164,9365
6399,9363
4947,9362
2105,9359
4084,9358
18724,9356
3709,9351
7066,9350
19809,9348
8466,9345
3713,9342
5464,9341
13912,9340
7555,9339
3827,9337
16170,9334
11657,9333
10038,9332
5072,9328
5326,9327
6498,9326
3389,9323
13150,9322
9671,9317
438,9316
8008,9315
11667,9313
12847,9312
318,9311
8609,9309
2085,9303
1877,9301
7863,9299
756,9297
17779,9295
7559,9294
3940,9293
7646,9292
3208,9290
5348,9288
6143,9287
3690,9286
18371,9284
9173,9283
4831,9282
5932,9280
15119,9279
10272,9278
10759,9276
15850,9275
4403,9271
16980,9270
13230,9264
2811,9261
7992,9260
11500,9259
4221,9257
13282,9252
4891,9250
14095,9246
16424,9244
4921,9242
14978,9241
4593,9240
13308,9235
2592,9234
13003,9233
1929,9232
14988,9230
18556,9227
16746,9226
9154,9225
8251,9224
15891,9223
4149,9221
15483,9219
8529,9216
3146,9214
8238,9213
19281,9208
5792,9207
194,9205
7601,9202
17655,9201
17299,9200
10885,9199
16073,9198
17073,9197
19413,9196
13154,9195
12262,9190
17595,9189
16621,9187
8682,9181
16698,9179
8944,9178
4426,9177
7751,9175
12961,9174
14153,9173
18626,9166
4740,9165
18832,9164
15699,9162
11213,9161
17750,9157
13265,9155
13844,9153
3549,9148
11075,9146
9468,9145
15969,9144
12165,9143
9517,9141
16004,9139
19395,9138
9588,9137
6711,9135
17397,9133
3364,9131
6466,9129
14528,9125
7802,9124
15420,9123
6579,9119
7182,9118
17585,9115
2682,9114
2777,9113
16563,9112
7536,9111
16922,9107
2279,9103
7747,9102
14877,9101
18172,9100
14153,9094
8405,9092
12089,9090
2822,9089
16436,9087
17924,9086
17334,9085
6034,9084
10990,9081
19477,9078
19765,9076
3394,9075
2814,9074
4633,9071
12815,9069
17313,9068
1617,9067
9568,9065
12785,9062
10686,9061
12075,9058
10436,9054
14082,9053
8939,9051
19833,9050
10779,9046
5676,9043
19142,9040
15309,9039
6117,9038
3310,9035
5955,9034
3309,9033
9400,9032
11213,9031
11395,9028
1823,9024
17699,9023
19547,9022
2674,9015
7159,9012
4863,9009
4553,9008
16052,9004
7303,9000
17784,8999
5665,8998
8313,8996
14846,8995
1633,8991
14589,8986
18968,8981
14590,8978
3941,8977
19327,8976
1328,8972
6583,8969
17076,8967
9645,8966
10178,8964
6619,8962
17868,8961
4605,8960
15060,8959
2881,8956
12409,8955
9421,8952
9729,8951
17893,8950
18271,8948
1372,8945
12449,8944
8237,8943
10553,8938
3573,8937
17602,8935
2027,8934
10299,8932
8211,8931
8871,8929
15517,8928
14210,8925
5721,8923
11676,8922
1972,8921
239,8920
14757,8917
17439,8913
2836,8912
5627,8911
14345,8907
17267,8905
11577,8901
8028,8898
17117,8897
1509,8896
1851,8895
17790,8893
5403,8891
13000,8888
9740,8887
2099,8884
16089,8883
3914,8878
8215,8876
6667,8873
1785,8872
10091,8871
6483,8868
9577,8864
1812,8863
10828,8861
17985,8860
11721,8855
7329,8854
6781,8853
6579,8851
8237,8850
103,8849
10691,8847
2792,8846
7215,8845
15147,8844
9475,8842
14408,8841
15148,8838
14498,8836
4240,8834
12679,8833
5863,8832
10395,8829
4790,8822
5835,8820
19813,8818
8438,8816
3374,8810
9147,8809
15953,8808
14175,8806
19929,8805
11487,8804
6937,8803
9201,8802
17469,8801
3918,8799
4062,8798
8997,8797
2480,8792
19154,8789
12807,8788
15646,8787
2043,8782
571,8781
7752,8780
4445,8779
13959,8776
11172,8773
12391,8772
19374,8771
1226,8769
11378,8766
17971,8765
4903,8756
9540,8755
2900,8752
9702,8749
17989,8748
15848,8744
18545,8743
2129,8742
5962,8741
10847,8740
17467,8738
16195,8734
7923,8733
2194,8731
8999,8728
9507,8725
16559,8724
16251,8723
7483,8720
3774,8712
12007,8711
6826,8707
19644,8704
8417,8701
14926,8700
1032,8698
6390,8697
17769,8695
14732,8690
6214,8687
9873,8680
14741,8677
12866,8673
3810,8671
11329,8668
14492,8666
7093,8665
12197,8662
14898,8660
14250,8659
3273,8658
10789,8654
18130,8653
5360,8649
7638,8645
47,8644
5041,8642
2740,8637
11616,8635
16152,8634
6735,8632
16007,8630
7157,8629
12380,8628
8527,8624
17757,8622
11083,8621
8524,8620
12487,8619
8999,8618
14599,8616
15947,8615
17688,8612
3565,8606
19840,8605
7890,8604
2116,8603
19862,8599
16724,8598
6599,8596
17363,8595
3732,8594
202,8584
10392,8583
6480,8580
5734,8579
4849,8576
12289,8575
9217,8573
13111,8571
16443,8570
2584,8569
10698,8566
832,8565
6662,8562
4864,8561
15533,8560
19364,8559
10441,8552
17492,8549
14278,8548
393,8544
14938,8535
14590,8534
12850,8532
18860,8530
16186,8529
10601,8527
1656,8526
8393,8525
5317,8521
2030,8520
12569,8515
8541,8514
6858,8512
5146,8511
9466,8509
8293,8508
19434,8507
3512,8503
14820,8500
11782,8498
12034,8496
9798,8493
18301,8492
7383,8488
13738,8486
503,8483
3819,8482
4596,8480
19345,8479
6414,8478
3993,8475
6471,8474
8514,8470
11580,8468
1469,8467
3211,8465
1349,8464
16401,8463
13780,8462
11281,8460
18068,8459
6503,8457
17702,8456
8505,8454
3492,8453
11225,8451
1088,8450
2510,8448
12406,8446
16505,8443
10549,8441
6535,8439
7123,8437
17983,8435
6879,8434
14424,8433
3957,8431
11681,8428
10013,8426
82,8425
18969,8418
2444,8417
4701,8416
17040,8411
10952,8410
18163,8407
5870,8406
17790,8404
854,8402
15391,8399
18662,8397
18276,8394
12219,8392
15100,8389
10040,8387
7952,8385
13325,8382
4054,8379
4757,8374
15765,8371
4088,8368
12062,8367
2515,8364
9672,8361
17242,8359
6158,8356
5484,8355
15290,8354
6617,8350
7799,8349
12337,8348
17960,8344
6111,8342
5388,8338
608,8337
120,8336
711,8335
4737,8333
694,8327
19973,8324
7449,8322
5550,8321
2015,8318
5519,8317
16094,8312
17163,8310
7929,8307
6777,8306
6883,8301
12563,8300
5317,8296
11718,8295
17459,8294
16938,8292
3033,8290
5469,8287
8668,8284
6187,8282
9859,8281
11849,8276
18596,8273
14523,8269
6635,8267
10939,8266
13147,8265
1324,8264
2266,8263
5310,8262
19200,8261
4592,8260
18461,8258
18769,8257
8344,8256
16474,8252
209,8251
7619,8249
9115,8248
18264,8247
9935,8245
4038,8242
10774,8238
1069,8237
16287,8236
14655,8232
7091,8225
12695,8224
18568,8223
17655,8222
1642,8221
19606,8219
7078,8211
1806,8209
17566,8207
11563,8206
19902,8204
8295,8203
13599,8201
6452,8198
5786,8197
15227,8194
16147,8192
1252,8191
14742,8190
287,8188
16514,8187
11183,8185
8331,8184
18975,8183
8728,8179
13066,8178
6331,8177
1149,8176
14093,8172
5361,8169
3585,8168
17732,8163
10170,8162
4025,8160
18471,8157
13571,8155
10629,8154
1009,8153
17701,8148
9029,8147
3788,8146
4252,8140
8632,8133
3786,8132
7469,8131
4020,8128
12456,8127
3649,8125
11228,8122
883,8120
14312,8118
7381,8116
14221,8110
14279,8107
3580,8105
10909,8104
382,8103
1142,8102
19121,8100
12056,8098
2935,8097
1567,8094
14047,8092
841,8091
19753,8088
8899,8087
11207,8083
10052,8082
10930,8081
2642,8079
17943,8073
13761,8072
4223,8070
7438,8069
17942,8068
9491,8066
5483,8063
12306,8062
3704,8061
13341,8060
7082,8059
5545,8055
3425,8051
3514,8046
10406,8041
17835,8040
17445,8039
17003,8036
805,8033
4117,8032
7766,8031
19671,8030
12707,8029
10015,8028
18214,8027
847,8024
15263,8023
15736,8021
2494,8020
7237,8017
521,8016
5219,8015
11578,8014
9196,8011
172,8008
8112,8006
6248,8003
13739,7999
10651,7998
422,7994
17786,7992
11022,7991
18678,7990
5143,7988
10280,7985
6305,7984
6515,7983
18730,7982
2150,7981
16239,7978
1861,7976
7023,7969
9049,7968
10021,7967
13863,7966
12091,7962
1221,7961
2592,7960
2172,7956
4040,7954
16535,7952
3609,7949
466,7948
7507,7947
4817,7946
13066,7944
7654,7942
13559,7940
14279,7939
18491,7938
8332,7937
5317,7936
19245,7935
11372,7934
17720,7932
19935,7931
8308,7930
13899,7926
14095,7925
17549,7924
19378,7923
13654,7922
961,7920
4346,7918
13470,7917
16375,7916
2615,7915
14180,7911
5212,7910
16728,7905
8401,7904
2311,7903
4642,7900
600,7899
1404,7897
17796,7894
11126,7888
6223,7886
1750,7884
13033,7881
13617,7879
15319,7876
12974,7875
13956,7874
14312,7873
8351,7868
17927,7867
173,7866
4197,7864
13740,7863
5376,7862
1135,7861
2132,7860
12297,7859
8219,7856
2353,7855
1908,7854
4375,7852
10212,7849
19934,7848
4575,7847
2611,7846
9363,7845
3951,7842
17300,7840
1054,7839
11924,7838
8189,7834
2839,7833
20000,7831
10888,7829
14146,7826
15520,7825
3825,7824
12864,7823
3119,7819
731,7818
14904,7815
5594,7814
3046,7811
6946,7810
19879,7808
9694,7807
15649,7806
16624,7805
11835,7804
3971,7801
1257,7799
147,7798
2785,7795
3829,7789
7466,7787
16324,7785
4094,7784
18291,7783
15243,7782
6076,7781
17515,7780
926,7779
16041,7775
2212,7774
5240,7773
2823,7772
13219,7771
2780,7770
18672,7769
9759,7768
16009,7765
19784,7763
6844,7762
18532,7761
8400,7759
17392,7758
17830,7757
3849,7756
19409,7755
19407,7754
1349,7752
6844,7750
8027,7748
17878,7747
13116,7742
6018,7739
11293,7737
10051,7736
17918,7735
10042,7734
9306,7729
6392,7728
6377,7727
5497,7725
12967,7724
3602,7723
7821,7722
5247,7718
15003,7716
15013,7714
76,7713
10559,7711
9857,7709
19295,7708
6077,7703
6427,7701
7674,7700
1183,7697
2720,7696
12659,7694
2186,7693
4513,7690
2123,7687
1836,7685
7933,7684
12477,7682
14004,7681
8695,7680
4117,7678
1992,7677
19043,7670
9660,7669
3324,7667
5326,7666
3777,7664
15929,7663
19022,7662
1401,7661
18121,7660
14171,7658
5264,7654
11500,7650
13195,7649
11824,7647
16134,7643
2874,7642
7539,7641
1865,7640
14697,7639
8706,7638
17851,7637
13496,7636
12659,7635
2122,7634
2706,7633
3345,7631
16862,7629
17100,7627
15630,7626
14907,7622
11506,7621
3569,7620
1702,7618
395,7617
10922,7616
3109,7614
5613,7613
19084,7610
16285,7608
10119,7607
13400,7606
5644,7604
2337,7602
7168,7595
12869,7592
3296,7589
19541,7584
11565,7582
5200,7579
9517,7578
897,7577
17669,7575
2775,7574
9451,7570
10221,7569
18063,7567
15693,7566
17168,7562
14481,7561
7977,7559
12714,7555
10071,7554
10812,7553
6457,7552
4857,7549
16781,7545
17914,7544
3110,7539
1249,7538
11966,7537
781,7534
3096,7532
19304,7530
7551,7522
9882,7521
6887,7520
12724,7519
14759,7512
17318,7507
17716,7506
13647,7502
10563,7501
5374,7495
11527,7494
19330,7492
11376,7490
14530,7483
1063,7481
6255,7479
17892,7477
7571,7476
15376,7475
2562,7474
18828,7473
4381,7472
10291,7470
3096,7469
3193,7468
95,7465
7041,7462
18650,7461
3577,7460
5339,7458
3283,7453
10254,7452
1012,7451
1876,7450
19067,7448
17480,7447
14019,7446
9002,7445
5585,7444
19054,7443
9632,7442
18423,7441
14501,7440
17261,7438
6928,7437
12785,7433
18472,7432
5734,7431
3949,7429
12579,7428
13837,7427
9078,7424
15078,7418
14960,7417
6993,7414
7052,7413
15404,7410
6056,7408
4322,7407
16202,7404
9065,7403
15362,7401
6179,7399
7641,7398
8977,7397
9860,7396
17119,7394
16032,7393
16168,7391
5821,7390
16341,7388
15415,7387
2281,7385
12049,7384
17014,7382
6785,7381
3256,7380
14110,7379
12606,7378
161,7377
10469,7376
6669,7374
14711,7371
9347,7370
17114,7364
15968,7359
7417,7358
2373,7357
19246,7355
10997,7352
929,7351
9285,7350
6169,7349
7542,7346
13854,7345
10903,7344
10073,7342
14941,7341
9660,7338
18032,7333
13598,7330
17642,7329
6044,7328
17763,7327
14394,7325
1967,7322
936,7320
9055,7318
14127,7317
16677,7315
880,7313
7198,7312
8599,7311
17388,7309
3958,7308
11967,7304
5953,7303
11659,7300
9536,7295
1537,7294
12154,7292
7098,7288
7788,7287
19228,7285
13303,7283
5329,7281
4263,7280
3645,7277
971,7276
14799,7275
10103,7270
13496,7268
16106,7266
4582,7262
19427,7259
9308,7258
15972,7257
19992,7256
3170,7255
11678,7254
13143,7253
9863,7251
15602,7249
12746,7241
14883,7238
991,7237
3550,7234
5740,7233
1205,7230
1335,7229
13456,7228
7984,7227
12594,7221
5615,7213
338,7211
12046,7210
7262,7207
15730,7206
16904,7205
190,7203
9373,7201
16215,7197
3018,7195
5060,7193
2296,7192
3857,7190
10738,7188
10854,7187
5866,7184
11735,7183
4401,7181
4799,7176
3340,7174
5541,7172
9530,7170
12470,7169
10880,7165
2026,7162
15012,7161
852,7159
6851,7157
2145,7156
1865,7155
4487,7154
8861,7152
4988,7151
12071,7148
9384,7146
9292,7143
6171,7139
14783,7138
10752,7137
1975,7136
1537,7135
6712,7133
10875,7131
2323,7130
9020,7129
11568,7128
6260,7127
12114,7126
10175,7125
9096,7124
15063,7123
16811,7122
17867,7120
4628,7118
5847,7117
18668,7116
12660,7113
6251,7111
5821,7110
8014,7106
4101,7105
18890,7103
19541,7102
16571,7099
10453,7097
11898,7096
16068,7088
15226,7086
12780,7084
6655,7081
6287,7079
15738,7078
2482,7073
3863,7072
7833,7069
6647,7068
9546,7067
626,7066
11278,7065
16666,7063
11005,7060
3925,7059
18274,7057
18683,7052
11396,7051
10697,7050
19932,7047
13960,7046
7028,7045
10842,7044
707,7041
17312,7039
10912,7036
4530,7035
8885,7030
15608,7029
1891,7027
18308,7024
3245,7021
16914,7018
4157,7017
17878,7015
17114,7010
13232,7009
3088,7008
12672,7007
15586,7006
14467,7005
1160,7004
3501,7001
6343,7000
5095,6999
14832,6997
18421,6996
1691,6994
10220,6993
19175,6992
3618,6991
8009,6990
13608,6987
5196,6986
17350,6983
5918,6981
10082,6978
13007,6977
12091,6975
10316,6973
1904,6972
16978,6967
15533,6966
13510,6965
2447,6964
2596,6962
11021,6961
17750,6959
3914,6958
13546,6955
2569,6954
1925,6952
4213,6951
17503,6949
5324,6948
1985,6947
18198,6946
12286,6945
1500,6944
19385,6943
8229,6940
7016,6939
14472,6938
7131,6937
1293,6933
9243,6932
2353,6928
17863,6926
5251,6925
7977,6924
2013,6921
2033,6919
6436,6915
2178,6912
651,6911
6647,6909
7101,6907
10079,6901
5997,6897
12344,6896
2679,6894
6570,6892
621,6891
1705,6890
6107,6888
16863,6886
18824,6885
6587,6883
14291,6882
18349,6881
15238,6880
15885,6879
17809,6877
11385,6875
18080,6873
12102,6872
3928,6868
2522,6865
13893,6864
15033,6863
13816,6862
2072,6859
12820,6858
9705,6856
8953,6855
19900,6854
6665,6853
9756,6852
18898,6851
3884,6849
1314,6848
10759,6847
4969,6845
3888,6844
929,6841
7131,6839
3810,6837
11140,6835
8216,6831
17545,6830
12795,6827
11948,6826
16313,6824
2982,6819
17613,6818
18448,6817
12791,6816
9960,6815
1414,6814
10323,6813
9831,6810
16949,6807
7119,6804
16467,6798
728,6797
1345,6791
9506,6788
15493,6787
2052,6786
6004,6785
15717,6784
7805,6783
8541,6781
2171,6780
18516,6777
11221,6774
16878,6771
3116,6767
3822,6766
8769,6762
4775,6758
3448,6757
9261,6756
14180,6755
18739,6750
13741,6749
11783,6748
15571,6746
5572,6745
5301,6741
4507,6740
2347,6739
273,6738
7637,6737
5654,6733
19274,6732
17572,6729
19852,6726
14236,6724
13921,6723
2369,6718
12771,6717
617,6714
10178,6712
10964,6710
14536,6705
14285,6703
1053,6701
280,6699
8564,6698
13058,6697
14647,6696
13492,6695
17765,6694
12807,6691
12712,6689
15150,6688
12366,6687
1583,6686
11569,6683
10100,6682
7400,6681
1898,6679
1460,6678
14008,6673
17033,6671
4205,6669
11868,6668
17298,6666
18014,6665
17427,6661
2169,6660
9736,6659
6779,6658
1740,6657
7427,6654
2988,6653
17939,6652
10929,6649
10196,6648
3089,6645
18910,6643
15476,6642
4104,6640
11903,6637
7963,6636
4701,6635
18359,6633
3060,6632
19199,6627
6971,6622
3055,6619
9803,6616
16203,6614
9307,6613
5141,6612
17414,6611
9352,6610
4012,6608
11597,6607
5103,6605
18026,6603
18256,6593
7254,6592
5382,6587
13164,6585
16936,6584
13294,6582
12935,6581
15058,6580
13986,6579
19917,6578
11376,6574
2472,6573
4779,6572
2483,6568
15481,6567
19723,6563
1967,6561
16329,6560
380,6557
14891,6555
13135,6549
3335,6547
11791,6546
946,6545
13167,6544
7962,6541
14928,6540
2239,6538
11212,6537
9828,6534
5809,6530
6772,6529
18405,6528
4979,6526
19380,6523
10979,6522
6974,6519
15488,6518
9965,6517
8291,6516
18159,6515
10632,6513
15389,6511
19332,6508
18279,6507
6136,6506
3573,6505
5503,6504
10385,6503
13281,6502
11482,6499
8728,6496
7774,6494
9359,6493
8930,6492
3103,6489
13221,6487
742,6486
11506,6485
11114,6480
14019,6477
17647,6476
7413,6475
18505,6473
530,6472
13845,6470
3114,6466
15315,6464
5332,6463
9137,6461
19129,6457
5996,6455
8565,6454
19434,6452
8638,6450
15059,6449
4614,6445
9835,6444
1531,6442
17426,6441
17004,6438
6393,6437
4540,6434
2330,6432
15246,6430
18233,6429
5923,6428
16103,6425
15454,6422
4651,6415
6486,6414
307,6410
12648,6408
19563,6407
8333,6404
9725,6403
4382,6401
731,6400
6081,6399
8127,6397
2313,6396
13240,6395
14330,6394
8420,6392
3313,6391
1325,6389
17344,6388
12887,6384
16522,6381
479,6380
1373,6379
19456,6378
12558,6376
16169,6374
1560,6373
19569,6371
3778,6363
18526,6358
7483,6357
2795,6356
6618,6354
3463,6353
7498,6351
4411,6350
19658,6348
1367,6347
7942,6346
14022,6344
14188,6342
18325,6340
1264,6337
2722,6335
7460,6333
10523,6331
11452,6330
18793,6329
18675,6327
16254,6324
14500,6321
9355,6320
13007,6317
2405,6316
10613,6314
5192,6313
17744,6311
5633,6308
3330,6306
13185,6301
2596,6299
13927,6293
6735,6290
16051,6287
2742,6286
11737,6277
18025,6276
14508,6273
12655,6272
13212,6271
14781,6270
5811,6269
19946,6267
7262,6266
8826,6265
17622,6258
2221,6256
19952,6255
19378,6253
16188,6250
17480,6248
19550,6245
1888,6244
7197,6242
8634,6238
1512,6237
6296,6233
9961,6230
5699,6228
1526,6223
7960,6222
15759,6221
1404,6220
17278,6218
4019,6217
3602,6216
8555,6215
17268,6214
3883,6213
13816,6212
16497,6211
1,6208
9992,6207
18738,6206
7456,6205
9751,6203
791,6202
2303,6201
19734,6199
4372,6198
8836,6197
93,6196
1309,6195
762,6193
7721,6191
4508,6189
18725,6187
18682,6186
17683,6185
10789,6184
16794,6183
8329,6177
10371,6176
12812,6172
10386,6169
1885,6168
17743,6167
15705,6163
15227,6162
2149,6161
17805,6160
9696,6158
3353,6156
11709,6147
13792,6146
4565,6145
9222,6144
14344,6142
8910,6141
18920,6140
806,6139
6644,6138
2437,6137
18641,6135
11527,6133
19381,6132
18067,6128
16289,6127
5776,6125
3764,6121
4992,6119
12286,6118
19728,6116
6099,6115
10831,6114
4522,6111
16211,6109
11273,6107
14070,6104
8445,6103
5435,6101
4986,6100
9530,6098
16322,6097
5862,6095
842,6092
15070,6091
260,6087
11625,6086
19600,6078
6711,6075
7662,6074
9382,6073
5404,6071
11170,6070
16910,6069
14025,6068
4332,6067
7036,6066
5635,6064
12007,6063
7076,6062
326,6061
4690,6058
8539,6057
2546,6053
4197,6052
13126,6051
3492,6050
8834,6049
4136,6048
1365,6045
3577,6044
976,6042
13502,6039
19507,6038
12584,6037
7506,6036
1499,6035
10443,6034
12567,6033
2892,6032
17387,6031
13430,6030
19429,6029
16689,6028
1093,6025
2420,6024
1064,6023
6637,6022
1983,6020
6618,6019
14146,6015
15676,6013
2144,6010
6589,6009
17439,6008
12598,6004
4797,6002
14934,6000
105,5999
3535,5995
12532,5992
2998,5991
12557,5989
9445,5988
15384,5986
3538,5985
12322,5984
3914,5979
17538,5978
16498,5977
19708,5976
14727,5973
7290,5972
4735,5967
13955,5964
4214,5962
18445,5961
14831,5960
15961,5959
14536,5958
5435,5954
11433,5950
5854,5947
6506,5945
5861,5944
1303,5942
13203,5941
8142,5939
16659,5935
7548,5934
4814,5933
12567,5929
10740,5928
8639,5926
18800,5923
1877,5921
14379,5918
19253,5917
7469,5912
10709,5909
18687,5908
17675,5907
18508,5906
7726,5900
17929,5898
13419,5897
17865,5896
11180,5893
5387,5892
16614,5891
